meta.code,th
ไม่รู้จักผู้ให้บริการ: ,ไม่รู้จักผู้ให้บริการ: 
ไม่รู้จักรูปแบบไฟล์: ,ไม่รู้จักรูปแบบไฟล์: 
(ไม่ส่งค่านี้),(ไม่ส่งค่านี้)
ไม่ให้เข้าถึงเลย,ไม่ให้เข้าถึงเลย
ไม่ออกแล้ว,ไม่ออกแล้ว
ยกไปบนสุด (Ctrl+Shift+]),ยกไปบนสุด (Ctrl+Shift+])
ยกเลิก,ยกเลิก
ยกเลิกการเชื่อม — ต้องปล่อยบนการ์ดปลายทาง,ยกเลิกการเชื่อม — ต้องปล่อยบนการ์ดปลายทาง
ยกเลิกการบันทึก,ยกเลิกการบันทึก
ยกเลิกการปิดโปรแกรม,ยกเลิกการปิดโปรแกรม
"ยกเลิกการเปลี่ยนแปลงทั้งหมดในแท็บนี้?
เนื้อหาจะกลับไปเป็นเวอร์ชันล่าสุดที่บันทึกไว้","ยกเลิกการเปลี่ยนแปลงทั้งหมดในแท็บนี้?
เนื้อหาจะกลับไปเป็นเวอร์ชันล่าสุดที่บันทึกไว้"
ยกเลิกขอบเขต,ยกเลิกขอบเขต
ยกเลิกทั้งชุด,ยกเลิกทั้งชุด
ยกเลิกแยกหน้าจอ,ยกเลิกแยกหน้าจอ
ย่อ,ย่อ
ย่อ ({0}+-),ย่อ ({0}+-)
ย่อ/ขยาย,ย่อ/ขยาย
ย้อนกลับ,ย้อนกลับ
"ย้อนกลับไปที่ ""{0}""?

","ย้อนกลับไปที่ ""{0}""?

"
ย้อนกลับไม่ได้แล้ว,ย้อนกลับไม่ได้แล้ว
ย้อนกลับไม่สำเร็จบางส่วน (ดูรายละเอียดในแผงบันทึก),ย้อนกลับไม่สำเร็จบางส่วน (ดูรายละเอียดในแผงบันทึก)
ย้อนกลับล้มเหลว: ,ย้อนกลับล้มเหลว: 
ย้อนกลับแล้ว — คืน {0} ไฟล์ · ลบ {1} ไฟล์,ย้อนกลับแล้ว — คืน {0} ไฟล์ · ลบ {1} ไฟล์
ย่อเป็นแถบไอคอน,ย่อเป็นแถบไอคอน
ย่อผัง,ย่อผัง
ย่อหมุด,ย่อหมุด
ย่อเหลือบรรทัดเดียวต่อข้อความ — ไล่ดูบทสนทนายาว ๆ ได้เร็ว,ย่อเหลือบรรทัดเดียวต่อข้อความ — ไล่ดูบทสนทนายาว ๆ ได้เร็ว
ย่อ UI,ย่อ UI
ยังปิดอยู่ — เมนู บท → หัวกระดาษ,ยังปิดอยู่ — เมนู บท → หัวกระดาษ
” ยังเป็นตัวอย่างหน้าตา — ยังไม่ได้ต่อกับ AI,” ยังเป็นตัวอย่างหน้าตา — ยังไม่ได้ต่อกับ AI
ยังมีแผนเดียว — สร้างอีกแผนก่อนถึงจะเทียบได้,ยังมีแผนเดียว — สร้างอีกแผนก่อนถึงจะเทียบได้
"ยังมีมากกว่านี้ กด ""ดูทั้งหมด""","ยังมีมากกว่านี้ กด ""ดูทั้งหมด"""
ยังไม่จัดกลุ่ม,ยังไม่จัดกลุ่ม
ยังไม่จำ (เจอไม่ถึง {0} ครั้ง) — กด ✚ เพื่อจำเลย,ยังไม่จำ (เจอไม่ถึง {0} ครั้ง) — กด ✚ เพื่อจำเลย
"ยังไม่ได้กำหนดแถวไหน — ใช้ฟอนต์ตามค่าในแท็บ ""การเขียน""","ยังไม่ได้กำหนดแถวไหน — ใช้ฟอนต์ตามค่าในแท็บ ""การเขียน"""
ยังไม่ได้เขียนอะไรเลย,ยังไม่ได้เขียนอะไรเลย
ยังไม่ได้จัดอะไร,ยังไม่ได้จัดอะไร
ยังไม่ได้ตั้งค่าผู้ให้บริการ AI (ไฟล์ → ตั้งค่า AI),ยังไม่ได้ตั้งค่าผู้ให้บริการ AI (ไฟล์ → ตั้งค่า AI)
ยังไม่ได้ตั้งค่า AI client,ยังไม่ได้ตั้งค่า AI client
ยังไม่ได้ตั้งค่า API key (ไฟล์ → ตั้งค่า AI),ยังไม่ได้ตั้งค่า API key (ไฟล์ → ตั้งค่า AI)
ยังไม่ได้ตั้งชื่อผู้ให้บริการ,ยังไม่ได้ตั้งชื่อผู้ให้บริการ
ยังไม่ได้ตั้งชื่อ Credential,ยังไม่ได้ตั้งชื่อ Credential
ยังไม่ได้ตั้งหน้าปก — เมนู บท → หน้าปก,ยังไม่ได้ตั้งหน้าปก — เมนู บท → หน้าปก
"ยังไม่ได้ปักตำแหน่ง — กด ""📌 ปักตำแหน่งฉากนี้""","ยังไม่ได้ปักตำแหน่ง — กด ""📌 ปักตำแหน่งฉากนี้"""
ยังไม่ได้เปิดฉาก,ยังไม่ได้เปิดฉาก
ยังไม่ได้เปิดโปรเจกต์,ยังไม่ได้เปิดโปรเจกต์
ยังไม่ได้เปิดแผน,ยังไม่ได้เปิดแผน
ยังไม่ได้เปิดแผน — กด “＋” สร้างแผนใหม่ก่อน,ยังไม่ได้เปิดแผน — กด “＋” สร้างแผนใหม่ก่อน
ยังไม่ได้พิมพ์คำถาม,ยังไม่ได้พิมพ์คำถาม
ยังไม่ได้เลือกผู้ให้บริการ AI (ไฟล์ → ตั้งค่า AI),ยังไม่ได้เลือกผู้ให้บริการ AI (ไฟล์ → ตั้งค่า AI)
(ยังไม่ได้เลือกโฟลเดอร์),(ยังไม่ได้เลือกโฟลเดอร์)
ยังไม่ได้เลือกโฟลเดอร์ปลายทาง,ยังไม่ได้เลือกโฟลเดอร์ปลายทาง
ยังไม่ได้เลือกโมเดล,ยังไม่ได้เลือกโมเดล
""" ยังไม่ได้เลือกโมเดล (ไฟล์ → ตั้งค่า AI)",""" ยังไม่ได้เลือกโมเดล (ไฟล์ → ตั้งค่า AI)"
ยังไม่ได้เลือกหมุด,ยังไม่ได้เลือกหมุด
ยังไม่ได้เลือกอะไร,ยังไม่ได้เลือกอะไร
ยังไม่ได้ใส่ Base URL,ยังไม่ได้ใส่ Base URL
ยังไม่ได้อ้างอิงอะไร,ยังไม่ได้อ้างอิงอะไร
(ยังไม่ตั้ง),(ยังไม่ตั้ง)
— ยังไม่ตั้ง —,— ยังไม่ตั้ง —
ยังไม่ตั้งสถานะ,ยังไม่ตั้งสถานะ
ยังไม่ถูกใช้,ยังไม่ถูกใช้
(ยังไม่เปิด),(ยังไม่เปิด)
ยังไม่พบหน้า Wiki ของ ,ยังไม่พบหน้า Wiki ของ 
(ยังไม่มี),(ยังไม่มี)
"(ยังไม่มี — กด ""ทำสำเนา"" จากพรีเซ็ต)","(ยังไม่มี — กด ""ทำสำเนา"" จากพรีเซ็ต)"
ยังไม่มีกระดานในโปรเจกต์ — กด ✚ ใหม่ เพื่อสร้าง,ยังไม่มีกระดานในโปรเจกต์ — กด ✚ ใหม่ เพื่อสร้าง
ยังไม่มีการตัดสินใจ,ยังไม่มีการตัดสินใจ
ยังไม่มีการตัดสินใจ — เดินตามทางเลือกในผังแตกสาย (🌿) แล้วจะบันทึกที่นี่,ยังไม่มีการตัดสินใจ — เดินตามทางเลือกในผังแตกสาย (🌿) แล้วจะบันทึกที่นี่
(ยังไม่มีการเปลี่ยนแปลงที่บันทึกไว้),(ยังไม่มีการเปลี่ยนแปลงที่บันทึกไว้)
ยังไม่มีข้อความ,ยังไม่มีข้อความ
ยังไม่มีข้อความให้ย้าย,ยังไม่มีข้อความให้ย้าย
(ยังไม่มีคำอธิบาย),(ยังไม่มีคำอธิบาย)
ยังไม่มีฉบับร่าง — สร้างเล่ม/ฉบับร่างก่อน,ยังไม่มีฉบับร่าง — สร้างเล่ม/ฉบับร่างก่อน
ยังไม่มีฉบับร่างให้ส่งออก,ยังไม่มีฉบับร่างให้ส่งออก
ยังไม่มีฉาก — กด + เพื่อสร้าง,ยังไม่มีฉาก — กด + เพื่อสร้าง
ยังไม่มีฉากที่กล่าวถึง “,ยังไม่มีฉากที่กล่าวถึง “
(ยังไม่มีฉากที่กล่าวถึงเอนทิตี้นี้),(ยังไม่มีฉากที่กล่าวถึงเอนทิตี้นี้)
ยังไม่มีฉากที่มีทางเลือก,ยังไม่มีฉากที่มีทางเลือก
"ยังไม่มีฉากที่มีทางเลือก — เพิ่มได้ที่แถบ ""เพิ่มทางเลือก"" ด้านบน แล้วผังจะขึ้นทันที","ยังไม่มีฉากที่มีทางเลือก — เพิ่มได้ที่แถบ ""เพิ่มทางเลือก"" ด้านบน แล้วผังจะขึ้นทันที"
ยังไม่มีฉาก/โน้ตให้อ้างอิง,ยังไม่มีฉาก/โน้ตให้อ้างอิง
ยังไม่มีฉาก/โน้ต/Wiki ให้ผูก,ยังไม่มีฉาก/โน้ต/Wiki ให้ผูก
ยังไม่มีฉากในโปรเจกต์,ยังไม่มีฉากในโปรเจกต์
ยังไม่มีฉากในผัง — เพิ่มทางเลือกให้ฉากสักฉากก่อน,ยังไม่มีฉากในผัง — เพิ่มทางเลือกให้ฉากสักฉากก่อน
"ยังไม่มีฉากผูกกับแผนที่นี้ — เปิดฉากแล้วกด ""📌 ปักตำแหน่งฉากนี้""","ยังไม่มีฉากผูกกับแผนที่นี้ — เปิดฉากแล้วกด ""📌 ปักตำแหน่งฉากนี้"""
"ยังไม่มีเซสชัน — กด ""➕ เซสชันใหม่"" เพื่อเริ่มคุย","ยังไม่มีเซสชัน — กด ""➕ เซสชันใหม่"" เพื่อเริ่มคุย"
"(ยังไม่มีแถว — กด ""เพิ่มแถว"")","(ยังไม่มีแถว — กด ""เพิ่มแถว"")"
(ยังไม่มีแท็ก — คลิกขวาที่รูปเพื่อติดแท็ก),(ยังไม่มีแท็ก — คลิกขวาที่รูปเพื่อติดแท็ก)
ยังไม่มีแท็ก — ใส่แท็กในคุณสมบัติฉากหรือ Wiki,ยังไม่มีแท็ก — ใส่แท็กในคุณสมบัติฉากหรือ Wiki
ยังไม่มีโน้ต — กด 📝 ใน toolbar,ยังไม่มีโน้ต — กด 📝 ใน toolbar
"ยังไม่มีโน้ตค้าง — กด 📝 บนแถบเครื่องมือแล้วติ๊ก ""ไว้ทำภายหลัง""","ยังไม่มีโน้ตค้าง — กด 📝 บนแถบเครื่องมือแล้วติ๊ก ""ไว้ทำภายหลัง"""
— ยังไม่มีบท —,— ยังไม่มีบท —
ยังไม่มีบทพูดในบทนี้,ยังไม่มีบทพูดในบทนี้
ยังไม่มีบทให้ส่งออก — เปิดฉากบทภาพยนตร์ก่อน,ยังไม่มีบทให้ส่งออก — เปิดฉากบทภาพยนตร์ก่อน
(ยังไม่มีบันทึก),(ยังไม่มีบันทึก)
(ยังไม่มีบันทึก — เขียนช่องบนแล้วกดบันทึก),(ยังไม่มีบันทึก — เขียนช่องบนแล้วกดบันทึก)
(ยังไม่มีปก),(ยังไม่มีปก)
ยังไม่มีโปรเจกต์,ยังไม่มีโปรเจกต์
ยังไม่มีผู้ให้บริการ — กด ➕ เพิ่ม แล้วกรอกชื่อ · Credential · เลือกโมเดล · ตั้งพารามิเตอร์,ยังไม่มีผู้ให้บริการ — กด ➕ เพิ่ม แล้วกรอกชื่อ · Credential · เลือกโมเดล · ตั้งพารามิเตอร์
ยังไม่มีแผนที่,ยังไม่มีแผนที่
"ยังไม่มีแผนที่ — กด ""＋ เพิ่มแผนที่"" แล้วเลือกรูปจากคลังรูปเป็นแผนที่ (เช่น แผนที่โลก/เมือง/ผังห้อง)","ยังไม่มีแผนที่ — กด ""＋ เพิ่มแผนที่"" แล้วเลือกรูปจากคลังรูปเป็นแผนที่ (เช่น แผนที่โลก/เมือง/ผังห้อง)"
ยังไม่มีแผนที่ — สร้างได้ที่ มุมมอง → แผนที่ (Maps),ยังไม่มีแผนที่ — สร้างได้ที่ มุมมอง → แผนที่ (Maps)
"ยังไม่มีโฟลเดอร์ภาษา — กด ""ส่งออกไฟล์แปล"" เพื่อสร้างไฟล์ตั้งต้นก่อน","ยังไม่มีโฟลเดอร์ภาษา — กด ""ส่งออกไฟล์แปล"" เพื่อสร้างไฟล์ตั้งต้นก่อน"
ยังไม่มีไฟล์งานวิจัย,ยังไม่มีไฟล์งานวิจัย
ยังไม่มีไฟล์ให้เปิด,ยังไม่มีไฟล์ให้เปิด
ยังไม่มีรอบการเล่น — กดทางเลือกในโหมดทดลองเล่นแล้วจะถูกบันทึกที่นี่,ยังไม่มีรอบการเล่น — กดทางเลือกในโหมดทดลองเล่นแล้วจะถูกบันทึกที่นี่
— ยังไม่มีรายชื่อ (กดดึงรายชื่อโมเดล) —,— ยังไม่มีรายชื่อ (กดดึงรายชื่อโมเดล) —
"(ยังไม่มีรายชื่อ — กด ""เพิ่มตัวละคร"")","(ยังไม่มีรายชื่อ — กด ""เพิ่มตัวละคร"")"
ยังไม่มีรายชื่อผู้รับ,ยังไม่มีรายชื่อผู้รับ
(ยังไม่มีรูป),(ยังไม่มีรูป)
ยังไม่มีรูปที่ถูกใช้ในต้นฉบับ,ยังไม่มีรูปที่ถูกใช้ในต้นฉบับ
ยังไม่มีรูปในคลัง,ยังไม่มีรูปในคลัง
"ยังไม่มีรูปในอัลบั้มนี้ — กด ""เพิ่มรูป…"" หรือลากไฟล์มาวางตรงนี้","ยังไม่มีรูปในอัลบั้มนี้ — กด ""เพิ่มรูป…"" หรือลากไฟล์มาวางตรงนี้"
ยังไม่มีเรื่องแตกสายให้เล่น — เพิ่มทางเลือกให้ฉากสักฉากที่ผังแตกสาย (🌿) ก่อน,ยังไม่มีเรื่องแตกสายให้เล่น — เพิ่มทางเลือกให้ฉากสักฉากที่ผังแตกสาย (🌿) ก่อน
"ยังไม่มีเล่ม — กด ""＋ เพิ่มเล่ม""","ยังไม่มีเล่ม — กด ""＋ เพิ่มเล่ม"""
ยังไม่มีเล่มในโปรเจกต์นี้,ยังไม่มีเล่มในโปรเจกต์นี้
ยังไม่มีเล่มในโปรเจกต์ — สร้างด้วย book.create ก่อน,ยังไม่มีเล่มในโปรเจกต์ — สร้างด้วย book.create ก่อน
ยังไม่มีเล่ม — สร้างเล่มก่อน,ยังไม่มีเล่ม — สร้างเล่มก่อน
ยังไม่มีสถานะที่กำหนดเอง,ยังไม่มีสถานะที่กำหนดเอง
(ยังไม่มีหัวข้อ/หัวฉาก),(ยังไม่มีหัวข้อ/หัวฉาก)
ยังไม่มีหัวฉากในบทนี้,ยังไม่มีหัวฉากในบทนี้
"ยังไม่มีเหตุการณ์ — กด ""＋ เพิ่มเหตุการณ์"" หรือไปตั้ง ""เวลาในเรื่อง"" ให้ฉากในคุณสมบัติฉาก","ยังไม่มีเหตุการณ์ — กด ""＋ เพิ่มเหตุการณ์"" หรือไปตั้ง ""เวลาในเรื่อง"" ให้ฉากในคุณสมบัติฉาก"
ยังไม่มีเอนทิตี้ใน Wiki,ยังไม่มีเอนทิตี้ใน Wiki
(ยังไม่มีเอนทิตี้ใน Wiki — สร้างจากแผงโปรเจกต์),(ยังไม่มีเอนทิตี้ใน Wiki — สร้างจากแผงโปรเจกต์)
ยังไม่มีเอนทิตี้ให้ส่งออก,ยังไม่มีเอนทิตี้ให้ส่งออก
ยังไม่มี backlinks — พิมพ์ชื่อตัวละคร/สถานที่ในฉากเพื่อให้ปรากฏที่นี่,ยังไม่มี backlinks — พิมพ์ชื่อตัวละคร/สถานที่ในฉากเพื่อให้ปรากฏที่นี่
ยังไม่มี entity อื่นให้ผูกความสัมพันธ์,ยังไม่มี entity อื่นให้ผูกความสัมพันธ์
ยังไม่รองรับการย้ายข้ามฉบับร่าง,ยังไม่รองรับการย้ายข้ามฉบับร่าง
ยังไม่รองรับการย้ายข้ามฉบับร่าง/เซกชัน,ยังไม่รองรับการย้ายข้ามฉบับร่าง/เซกชัน
— ยังไม่ระบุ —,— ยังไม่ระบุ —
(ยังไม่ระบุปลายทาง),(ยังไม่ระบุปลายทาง)
ยังไม่ระบุปลายทาง,ยังไม่ระบุปลายทาง
(ยังไม่เลือก),(ยังไม่เลือก)
ย่าง,ย่าง
ย่างเท้า,ย่างเท้า
ย่านสำคัญ,ย่านสำคัญ
ย้าย “,ย้าย “
"ย้าย ""{0}"" ไปถังขยะแล้ว","ย้าย ""{0}"" ไปถังขยะแล้ว"
ย้าย {0} รูปไปอัลบั้มไหน,ย้าย {0} รูปไปอัลบั้มไหน
ย้าย {0} รูปแล้ว,ย้าย {0} รูปแล้ว
ย้าย {0} รูปแล้ว (ยังไม่แก้ลิงก์ในต้นฉบับ),ย้าย {0} รูปแล้ว (ยังไม่แก้ลิงก์ในต้นฉบับ)
ย้าย {0} รูป · อัปเดตลิงก์ใน {1} ไฟล์,ย้าย {0} รูป · อัปเดตลิงก์ใน {1} ไฟล์
"ย้าย ""{0}"" ออกไปที่ MEMO แล้ว","ย้าย ""{0}"" ออกไปที่ MEMO แล้ว"
ย้ายการ์ดแล้ว — กด ⟲ เพื่อจัดผังใหม่อัตโนมัติ,ย้ายการ์ดแล้ว — กด ⟲ เพื่อจัดผังใหม่อัตโนมัติ
ย้ายข้ามฉบับร่างยังไม่รองรับ,ย้ายข้ามฉบับร่างยังไม่รองรับ
ย้ายเข้าไปในอัลบั้มลูกของตัวเองไม่ได้,ย้ายเข้าไปในอัลบั้มลูกของตัวเองไม่ได้
ย้ายเข้า Memo แล้ว: ,ย้ายเข้า Memo แล้ว: 
ย้ายคอมเมนต์เดิม {0} รายการเข้าไฟล์ฉากแล้ว,ย้ายคอมเมนต์เดิม {0} รายการเข้าไฟล์ฉากแล้ว
ย้ายคอมเมนต์เดิมจาก scenes.json → .md แล้ว {0} รายการ,ย้ายคอมเมนต์เดิมจาก scenes.json → .md แล้ว {0} รายการ
ย้ายคอมเมนต์เดิมไม่สำเร็จ,ย้ายคอมเมนต์เดิมไม่สำเร็จ
ย้ายฉากไปบท: ,ย้ายฉากไปบท: 
ย้ายตำแหน่ง,ย้ายตำแหน่ง
ย้ายทางเลือก,ย้ายทางเลือก
ย้ายแท็บนี้ไปหน้าต่างแยก (ลากไปจออื่นได้),ย้ายแท็บนี้ไปหน้าต่างแยก (ลากไปจออื่นได้)
"ย้ายโน้ต ""{0}"" เข้าบท ""{1}"" แล้ว (จะไม่ถูกรวมตอนส่งออก)","ย้ายโน้ต ""{0}"" เข้าบท ""{1}"" แล้ว (จะไม่ถูกรวมตอนส่งออก)"
ย้ายโน้ตกลับเข้าบทไหน,ย้ายโน้ตกลับเข้าบทไหน
ย้ายปลายเส้นแล้ว,ย้ายปลายเส้นแล้ว
ย้าย/เปลี่ยนชื่อ,ย้าย/เปลี่ยนชื่อ
ย้ายไปถังขยะ: ,ย้ายไปถังขยะ: 
ย้ายไปบท ▸,ย้ายไปบท ▸
ย้ายไปหน้าต่างแยก (ลากไปจออื่นได้),ย้ายไปหน้าต่างแยก (ลากไปจออื่นได้)
"ย้ายไปหมวด ""","ย้ายไปหมวด """
ย้ายไปหมวดใหม่แล้ว,ย้ายไปหมวดใหม่แล้ว
ย้ายไม่สำเร็จ: ,ย้ายไม่สำเร็จ: 
"ย้ายเล่ม ""{0}"" ไปถังขยะแล้ว","ย้ายเล่ม ""{0}"" ไปถังขยะแล้ว"
"ย้ายอัลบั้ม ""","ย้ายอัลบั้ม """
ย้ายอัลบั้มไปถังขยะแล้ว,ย้ายอัลบั้มไปถังขยะแล้ว
ย้ายอัลบั้มรากไม่ได้,ย้ายอัลบั้มรากไม่ได้
ย้ายอัลบั้มแล้ว: ,ย้ายอัลบั้มแล้ว: 
ยาว (3-5 ย่อหน้า),ยาว (3-5 ย่อหน้า)
ยินดี,ยินดี
"แยก ""","แยก """
แยกจอแล้ว: ผังซ้าย · ฉากขวา,แยกจอแล้ว: ผังซ้าย · ฉากขวา
แยกซ้าย-ขวา ({0}+{1}+\),แยกซ้าย-ขวา ({0}+{1}+\)
แยกบน-ล่าง,แยกบน-ล่าง
แยกหน้าจอ (Split View),แยกหน้าจอ (Split View)
รวดเร็ว,รวดเร็ว
รวม {0} tokens · {1} ครั้ง · ล่าสุด {2},รวม {0} tokens · {1} ครั้ง · ล่าสุด {2}
รวมทั้งเรื่อง: {0},รวมทั้งเรื่อง: {0}
รวมทั้งเรื่อง: บรรยาย {0}% · บทพูด {1}% · ,รวมทั้งเรื่อง: บรรยาย {0}% · บทพูด {1}% · 
รวมทางเลือกซ้ำแล้ว,รวมทางเลือกซ้ำแล้ว
รวมทางเลือกที่ซ้ำกัน,รวมทางเลือกที่ซ้ำกัน
รวมไฟล์ (bundler),รวมไฟล์ (bundler)
รวมเลย,รวมเลย
รอบการเล่นทั้งหมดที่ผ่านมา,รอบการเล่นทั้งหมดที่ผ่านมา
รอบการเล่นที่ผ่านมา,รอบการเล่นที่ผ่านมา
  ·  รอบแก้ #,  ·  รอบแก้ #
ร้อยแก้ว,ร้อยแก้ว
ร้อยแก้ว (มีบรรยายคั่น),ร้อยแก้ว (มีบรรยายคั่น)
ระดับการเข้าถึง,ระดับการเข้าถึง
ระดับการเข้าถึง — AI จะเห็นเนื้อหาแค่ระดับนี้,ระดับการเข้าถึง — AI จะเห็นเนื้อหาแค่ระดับนี้
ระดับการใช้เหตุผล,ระดับการใช้เหตุผล
ระทม,ระทม
ระทึก,ระทึก
ระบบเวทมนตร์,ระบบเวทมนตร์
ระยะของแถบ เช่น 100 กม.,ระยะของแถบ เช่น 100 กม.
"ระยะ x/y เป็น ""นิ้ววัดจากขอบกระดาษ"" เหมือนแท็บหน้ากระดาษ","ระยะ x/y เป็น ""นิ้ววัดจากขอบกระดาษ"" เหมือนแท็บหน้ากระดาษ"
ราคาที่ต้องจ่าย,ราคาที่ต้องจ่าย
ร่าง — ข้อความล้วน (Draft),ร่าง — ข้อความล้วน (Draft)
ร่างที่สอง,ร่างที่สอง
ร่างสำหรับคนอ่าน,ร่างสำหรับคนอ่าน
ร่างสำหรับบรรณาธิการ,ร่างสำหรับบรรณาธิการ
รายการ,รายการ
 รายการ, รายการ
 รายการ): , รายการ): 
รายการคำไทย/อังกฤษในโฟลเดอร์ renderer/assets · เพิ่มเองได้ที่ Plugins/dictionaries,รายการคำไทย/อังกฤษในโฟลเดอร์ renderer/assets · เพิ่มเองได้ที่ Plugins/dictionaries
รายการตัวเลข ({0}+{1}+7),รายการตัวเลข ({0}+{1}+7)
 รายการ — ไปกำหนดปลายทางที่ผังแตกสาย, รายการ — ไปกำหนดปลายทางที่ผังแตกสาย
รายการรูป.md,รายการรูป.md
รายการหัวข้อย่อย ({0}+{1}+8),รายการหัวข้อย่อย ({0}+{1}+8)
รายงานเฉพาะสิ่งที่ขัดกันจริงในข้อความที่ได้รับ ตอบเป็น JSON เท่านั้น,รายงานเฉพาะสิ่งที่ขัดกันจริงในข้อความที่ได้รับ ตอบเป็น JSON เท่านั้น
รายงานตัวละคร,รายงานตัวละคร
รายงานตัวละคร — {0} คน · {1} บรรทัดบทพูด,รายงานตัวละคร — {0} คน · {1} บรรทัดบทพูด
รายงานสถานที่,รายงานสถานที่
รายงานสถานที่ — {0} สถานที่ · {1} ฉาก · {2} หน้า,รายงานสถานที่ — {0} สถานที่ · {1} ฉาก · {2} หน้า
""" รายงานสภาพผิดปกติ",""" รายงานสภาพผิดปกติ"
รายชื่อตัวละคร,รายชื่อตัวละคร
รายชื่อผู้รับ,รายชื่อผู้รับ
ร้ายแรง,ร้ายแรง
รายละเอียด,รายละเอียด
รายละเอียดบริบท,รายละเอียดบริบท
รีเซ็ต,รีเซ็ต
รีเซ็ตการจัดวางแผงทั้งหมด,รีเซ็ตการจัดวางแผงทั้งหมด
รีเซ็ตซูม ({0}+{1}+0),รีเซ็ตซูม ({0}+{1}+0)
รีเซ็ตตำแหน่งแถบรูปแบบแล้ว,รีเซ็ตตำแหน่งแถบรูปแบบแล้ว
รีเฟรช,รีเฟรช
รีเฟรชรายการโปรเจกต์แล้ว,รีเฟรชรายการโปรเจกต์แล้ว
รีเฟรช — อ่านไฟล์/โฟลเดอร์ใหม่จากดิสก์,รีเฟรช — อ่านไฟล์/โฟลเดอร์ใหม่จากดิสก์
รูป: ,รูป: 
รูป,รูป
รูปซ้ำ/เกือบซ้ำ — พบ {0} คู่,รูปซ้ำ/เกือบซ้ำ — พบ {0} คู่
รูปตัวพิมพ์ (Change Case),รูปตัวพิมพ์ (Change Case)
รูปทรง,รูปทรง
รูปทรง (S) — ,รูปทรง (S) — 
รูปทั้งหมด,รูปทั้งหมด
รูปทั้งหมด {0} ใบ,รูปทั้งหมด {0} ใบ
รูปทั้งหมดในโฟลเดอร์ Images ของโปรเจกต์ — ลากลงเอกสารเพื่อแทรก หรือเลือกเป็นปก/รูปประจำตัวใน Wiki,รูปทั้งหมดในโฟลเดอร์ Images ของโปรเจกต์ — ลากลงเอกสารเพื่อแทรก หรือเลือกเป็นปก/รูปประจำตัวใน Wiki
รูปที่คล้ายกับ ,รูปที่คล้ายกับ 
รูปที่ใช้จริง,รูปที่ใช้จริง
"รูปที่ย้าย {0} ใบถูกใช้อยู่ใน {1} ไฟล์
แก้ลิงก์ในไฟล์เหล่านั้นให้ตรงที่อยู่ใหม่เลยไหม?","รูปที่ย้าย {0} ใบถูกใช้อยู่ใน {1} ไฟล์
แก้ลิงก์ในไฟล์เหล่านั้นให้ตรงที่อยู่ใหม่เลยไหม?"
 รูปที่เลือก, รูปที่เลือก
รูปที่เลือก,รูปที่เลือก
รูปที่เลือกมีคำบรรยายครบแล้ว (ต้องการเขียนทับให้ลบคำบรรยายเดิมก่อน),รูปที่เลือกมีคำบรรยายครบแล้ว (ต้องการเขียนทับให้ลบคำบรรยายเดิมก่อน)
 รูปในคลังที่ติดแท็ก @, รูปในคลังที่ติดแท็ก @
รูปแบบ,รูปแบบ
รูปแบบคำตอบ,รูปแบบคำตอบ
### รูปแบบคำตอบ (JSON เท่านั้น),### รูปแบบคำตอบ (JSON เท่านั้น)
รูปแบบคำตอบ (JSON array เท่านั้น):,รูปแบบคำตอบ (JSON array เท่านั้น):
รูปแบบ — ใช้ {{n}} {{title}} ได้,รูปแบบ — ใช้ {{n}} {{title}} ได้
### รูปแบบผลลัพธ์,### รูปแบบผลลัพธ์
รูปแบบผลลัพธ์: บทภาพยนตร์ (หัวฉาก / ชื่อตัวละครขึ้นบรรทัดใหม่ / บทพูด) ไม่ต้องใส่คำอธิบายกำกับ,รูปแบบผลลัพธ์: บทภาพยนตร์ (หัวฉาก / ชื่อตัวละครขึ้นบรรทัดใหม่ / บทพูด) ไม่ต้องใส่คำอธิบายกำกับ
รูปประจำตัวอยู่แล้ว,รูปประจำตัวอยู่แล้ว
รูปภาพ,รูปภาพ
รูปภาพ PNG,รูปภาพ PNG
รูปลักษณ์,รูปลักษณ์
เรา,เรา
"เริ่มคุยได้เลย — โหมด ""","เริ่มคุยได้เลย — โหมด """
เริ่มบทสนทนาใหม่แล้ว (เก็บโหมด/โมเดล/ไฟล์แนบไว้),เริ่มบทสนทนาใหม่แล้ว (เก็บโหมด/โมเดล/ไฟล์แนบไว้)
เริ่มโปรแกรม: เปิดโปรเจกต์ล่าสุดทันที (ข้ามหน้าแรก),เริ่มโปรแกรม: เปิดโปรเจกต์ล่าสุดทันที (ข้ามหน้าแรก)
เริ่มโปรแกรม: แสดงหน้าแรกก่อน,เริ่มโปรแกรม: แสดงหน้าแรกก่อน
เริ่มเล่นจากฉากไหน,เริ่มเล่นจากฉากไหน
เริ่มเล่นรอบใหม่จากฉากเริ่มเดิม,เริ่มเล่นรอบใหม่จากฉากเริ่มเดิม
เริ่มใหม่,เริ่มใหม่
"เริ่มใหม่ — ล้างบทสนทนา {0} ข้อความของ ""{1}"" ?","เริ่มใหม่ — ล้างบทสนทนา {0} ข้อความของ ""{1}"" ?"
เริ่มใหม่ — ล้างบทสนทนาของเซสชันนี้ (เก็บโหมด/โมเดล/ไฟล์แนบไว้),เริ่มใหม่ — ล้างบทสนทนาของเซสชันนี้ (เก็บโหมด/โมเดล/ไฟล์แนบไว้)
